date	link_index	number	content
2016/12/12|00/42/00	58270	213	 25：00くらいまで再度募集します   出）  ◆孵化あまり（すべて必要箇所4V  夢リオルinヘビボ（臆病・バレパン噛砕く真空波遺伝）  *♀もいますが、3V=他ポケモン4V相当、4V=理想個体相当としてみます。ご相談ください  夢ロコンinムンボ（臆病・神通力ムンフォフリドラアンコ遺伝）  夢フカマルinレベボ（陽気・逆鱗アイヘ遺伝）  夢キバニアinルアボ（意地っ張り・ファングハイポ遺伝）  ミミッキュinムンボ（意地っ張り・怨念道連れ悪夢遺伝）  アゴジムシinフレボ（控えめ・マッドショット遺伝）*めざ氷狙いのため、HBCDsから４つ  カラカラinムンボ（意地っ張り・アイヘ遺伝）  ガーディinスピボ（冷静・燃え尽きるインファ炎の渦日差し遺伝）*両刀めざ氷狙いのためHABCDsから４つ  コイキングinダイボ（腕白）  ポリゴン（生意気or穏やか）*生意気はすべてHBCD   ◆非理想（親用）  アゴジムシ♀HBCDs（めざパ不一致）   ◆理想個体  夢キバニア♀6V   求）  4vガンテツボール入り孵化あまり  【特に夢ニューラ・夢ムックル・夢ウリムー・夢コイル・チュリネ】  BPアイテム（1体32BP換算、非理想は48BP、理想個体は64BP）   ※希望に添えるかわかりませんが、性別希望あれば言ってください   2251-3894-8238（TNえ○） <\br>
2016/12/12|00/43/00	58270	214	 >>206  了解しました  ではギャラドスナイトでお願いします <\br>
2016/12/12|00/44/00	58270	216	 出)フェローチェ(せっかちHAC、うっかりやABS、いじっぱりACS、さみしがりHCS)  　　4&#12316;5Vカラカラ(いじっぱり、勇敢・♀のみ理想個体有・ゆうかんのみC込み4V夢特性♂♀有)  　　臆病A抜け5Vゴース♀(Vズレありなら5V♂、S0など有)  　　陽気C抜け5Vミミッキュ♀、4V♂(双方みちづれ遺伝)  　　勇敢・いじっぱり・のんき4&#12316;5Vダダリン  　　慎重・腕白4&#12316;5V夢ボクレー、勇敢2&#12316;3V+S0夢ボクレー  　　臆病4Vヒトモシ、冷静4V+S0ヒトモシ  　　勇敢・冷静4V+S0ヒトツキ  　　4V夢フワンテ、臆病誘爆A抜け5Vフワンテ♂(かなしばり遺伝)  　　ずぶとい・おだやか・ひかえめ4&#12316;5Vスナバァ(すべてみちづれ、ドわすれ、蓄える遺伝。ひかえめのみ5V理想個体♂有)  　　ずぶとい・おだやか5V夢ヤミラミ(ずぶとい♀のみA抜け理想個体有・当然自己再生遺伝)  　　陽気砂隠れフカマル6V♂♀(逆鱗・アイアンヘッド遺伝)　注：非鮫肌！  　　いじっぱり4V、陽気C抜け5Vモクロー♂   With マスターボール、気合いのタスキ、突撃チョッキ、不思議なアメ、銀冠、進化の石(闇以外)、木の実など   フェローチェとフカマルのみウルトラボール、他すべてダークボール入りです  求一体につき複数出品可。任意の数だけご希望ください。銀冠入荷しまして6個まで出せます   求)陽気カミツルギ・個体値不問(NN変更希望：ハバキリ)  　 いじっぱりカミツルギ・個体値不問(NN変更希望：ムラクモ)   引き続き募集中です。よろしくお願いいたします <\br>
2016/12/12|00/45/00	58270	218	 >>214  了解です 潜りますね <\br>
2016/12/12|00/49/00	58270	224	 >>214  個体値確認できました  ありがとうございました <\br>
2016/12/12|00/49/00	58270	226	 >>218  ロコンもつけて頂きありがとうございました <\br>
2016/12/12|00/50/00	58270	228	 求) 臆病コケコ(日本語or英語)  意地、陽気ブルル(日本語or英語)  夢カビゴン、夢イシツブテ、夢ベトベター、夢ピチューなど(その他要相談)  遺伝済理想個体もしくは4Vやめざパやトリル用孵化あまり  よろずデパート☆5   出)銀の王冠(準伝8つ、指定理想個体3つ、相談理想個体2~3つまで、デパートや孵化あまり1つ)  +  適当な4V~孵化あまり(無邪気タツベイ、陽気ダンバル、意地ヌイコグマ、臆病ロコン、意地ドロバンコ、意地カラカラ、図太カラナクシ、慎重ベトベター、意地ミミッキュ、控えめガーディ、無邪気ヤトウモリBUあり)   0619-4012-4298 TN:ル○ <\br>
2016/12/12|00/50/00	58270	229	 出)フェローチェ(せっかちHAC、うっかりやABS、いじっぱりACS、さみしがりHCS)  　　4Vまたは5Vカラカラ(いじっぱり、勇敢・♀のみ理想個体有・ゆうかんのみC込み4V夢特性♂♀有)  　　臆病A抜け5Vゴース♀(Vズレありなら5V♂、S0など有)  　　陽気C抜け5Vミミッキュ♀、4V♂(双方みちづれ遺伝)  　　勇敢・いじっぱり・のんき4&#12316;5Vダダリン  　　慎重・腕白4Vから5V夢ボクレー、勇敢3V+S0夢ボクレー  　　臆病4Vヒトモシ、冷静4V+S0ヒトモシ  　　勇敢・冷静4V+S0ヒトツキ  　　4V夢フワンテ、臆病誘爆A抜け5Vフワンテ♂(かなしばり遺伝)  　　ずぶとい・おだやか・ひかえめ4Vから5Vスナバァ(すべてみちづれ、ドわすれ、蓄える遺伝。ひかえめのみ5V理想個体♂有)  　　ずぶとい・おだやか5V夢ヤミラミ(ずぶとい♀のみA抜け理想個体有・当然自己再生遺伝)　　陽気砂隠れフカマル6V♂♀(逆鱗・アイアンヘッド遺伝)　注：非鮫肌！  　　いじっぱり4V、陽気C抜け5Vモクロー♂   With マスターボール、気合いのタスキ、突撃チョッキ、不思議なアメ、銀冠、進化の石(闇以外)、木の実など   フェローチェとフカマルのみウルトラボール、他すべてダークボール入りです  求一体につき複数出品可。任意の数だけご希望ください。銀冠入荷しまして6個まで出せます  フェローチェと銀冠3つで6V化セットですとかどうでしょう   求)陽気カミツルギ・個体値不問(NN変更希望：ハバキリ)  　 いじっぱりカミツルギ・個体値不問(NN変更希望：ムラクモ)   何度も申し訳ないですが、出品の要件が読み取り辛いので文字化け直しました <\br>
2016/12/12|00/57/00	58270	235	 出  ラブボフル遺伝意地4vミミッキュ  ウルボ慎重テクニシャン4vストライク  ウルボアイへげきりん遺伝陽気4v夢フカマル  プレボ慎重避雷針4vカラカラ  ウルボ陽気4vコイキング  ウルボ陽気理想コイキング  ポケルス   求  BP48pt ※1  BP64pt ※2   ※1 理想以外の3匹以上との交換でお願いします  ※2 理想個体一匹+理想以外1匹、または理想以外4匹以上との交換でお願いします  3110-6662-7348 TN n○○○ <\br>
2016/12/12|00/59/00	58270	238	 >>229  ようきカミツルギ出せます  うっかりやフェローチェに銀冠つけて頂くことは可能でしょうか？ <\br>
2016/12/12|01/08/00	58270	249	 >>238  おぉ、ご提案ありがとうございます  フェローチェに銀冠と、他何か適当な2体に銀冠持たせて特訓を見据えたセットでいかがでしょうか？  少々交換でお手間取らせてしまいますが、なにぶん未厳選ですのでせめてそのくらいはお送りさせていただきたく  よろしければお願いします。あっ、あと恐縮ですがカミツルギのNN変更(ﾊﾊﾞｷﾘ)だけお願い申しあげます   0259-1454-7450 <\br>
2016/12/12|01/10/00	58270	253	 出）  ・控えめアシマリ A抜5V ほろび遺伝 inモンボ  ・陽気夢フカマル C抜5V 逆鱗アイヘ inウルボ  ・臆病夢ロコン A抜5V ムンフォフリドラアンコ催眠 inラブボ  ・控えめモノズ A抜5V inウルボ  ・意地ストライク C抜5V テクニ inウルボ  ・陽気ダンバル C抜5V inダクボ  ・意地カラカラ C抜5V 避雷針 アイヘ滅び原始腹太鼓 inムンボ  ・意地ヌイコグマ C抜5V もふもふ 冷雷P inラブボ  ・陽気夢リオル C抜5V 噛砕真空波飛膝バレパン inウルボ  ・臆病夢アブリー A抜5V ムンフォバトンスピスワ inラブボ  ・意地ミミッキュ C抜5V 怨念道連れ呪い悪夢 inラブボ  ・臆病夢イーブイ A抜5V 呪いあくび願い事アシパ inラブボ  ・図太ヒンバス A抜5V 催眠怪光塩水ミラコ inラブボ  ※上記の必要4V   求）  ・64BPアイテム（理想1＋必要4V1:1）  ・48BPアイテム（理想1:1、必要4V3:1）  ・メタルコート（理想1:1、必要4V3:1）  ・ふといほね（理想1:1、必要4V3:1）  ・ぎんのおうかん（必要4Vと1:1）  ・ラブラブボール （理想2体:1）  ・種類問わずラブボ入りポケモン　(上記放出にあるもの以外)  ・放出にあるポケモン以外の孵化あまり（理想は理想とでお願いします）  　→放出にないものでも持っているものがありますので複数ご提案いただけると助かります  　→提案時入っているボールを教えて下さい。   2時くらいまでスレチェックします。よろしくお願いいたします。   2852-8065-3774  な○○○○ <\br>
2016/12/12|01/12/00	58270	256	 >>249  ではそれでお願いします  これからフェスに潜ります <\br>
2016/12/12|01/13/00	58270	257	 >>256  ありがとうございます  では、アイテムとポケモン準備してから繋ぎますので少々お待ちください <\br>
2016/12/12|01/14/00	58270	258	 >>253  64BPアイテム２個出せるのでロコンとイーブイをお願いできますか？ <\br>
2016/12/12|01/14/00	58270	259	 >>253  銀冠で夢フカマル4vお願いします   1118-1243-7864 <\br>
2016/12/12|01/17/00	58270	260	 >>258  りょうかいしました  フレコとヒントをお願いいたします <\br>
2016/12/12|01/17/00	58270	261	 >>259  ありがとうございます。お願いいたします。  順番に対応しますので少々お待ちください。 <\br>
2016/12/12|01/18/00	58270	262	 >>260  ありがとうございます   5343-9873-7895  TN：レから始まる三文字です <\br>
2016/12/12|01/19/00	58270	263	 >>257  こちらは頭文字がグです <\br>
2016/12/12|01/19/00	58270	264	 >>256  申請してみてますが繋がらないので、すみませんがそちらから声かけていただいてよろしいです？  頭文字アの6文字です <\br>
2016/12/12|01/19/00	58270	265	 >>262  ありがとうございます。  アイテムはハッサムナイトとボーマンダナイトでお願いいたします。  準備して潜ります。 <\br>
2016/12/12|01/20/00	58270	266	 >>265  了解しました  今から登録して潜ります <\br>
2016/12/12|01/22/00	58270	268	 >>253  メタルコートと太い骨出せます  ウルボストライクとウルボモノズの理想の性別は何でしょうか？ <\br>
2016/12/12|01/25/00	58270	269	 >>253  A抜け5vゴースどうですか？AがUですが... <\br>
2016/12/12|01/25/00	58270	270	 >>263  ありがとうございました！  カミツルギ欲しかったので大変ありがたいです  大事に使わせていただきます！ <\br>
2016/12/12|01/26/00	58270	271	 >>253  夢アブリーと銀の王冠お願いしたいです。  できれば王冠3つ出すので理想をいただけると嬉しいです…  無理なら孵化あまりと1:1でお願いします。  0619-4012-4298 TN:ル○ <\br>
2016/12/12|01/27/00	58270	272	 >>266  交換ありがとうございました。  念のため個体確認お願いいたします。   >>259  お待たせしました  潜っておりますのでフェスで声をかけていただくかTNヒントお願いします   >>268  すいませんお待たせしております  確認しますので少々お待ちください <\br>
2016/12/12|01/27/00	58270	273	 >>270  こちらこそ  交換ありがとうございました <\br>
2016/12/12|01/27/00	58270	274	 >>272  こちらこそありがとうございました  確認しましたが問題ありません <\br>
2016/12/12|01/27/00	58270	275	 >>272  TNデフォ名です  お願いします <\br>
2016/12/12|01/29/00	58270	276	 >>268  モノズは♀のみストライクは♂♀どちらもありました <\br>
2016/12/12|01/30/00	58270	277	 >>272  交換ありがとうございました <\br>
2016/12/12|01/31/00	58270	279	 >>275  交換ありがとうございました   >>269  ゴース持っていないのでお願いしたいです  希望は何でしょうか   >>271  銀冠3と理想で大丈夫です  順番に対応しますので少々お待ちください <\br>
2016/12/12|01/32/00	58270	280	 >>276  モノズとストライク♂お願いできますか？  4098-5490-4971　ｲ <\br>
2016/12/12|01/33/00	58270	282	 >>279  アブリーの者です。少しゲーム機から離れて待ってますので順番が来たらレスお願いします。 <\br>
2016/12/12|01/33/00	58270	283	 >>280  了解しました  登録してもぐります <\br>
2016/12/12|01/34/00	58270	284	 >>279  リオルいただけませんか  o362-1243-1229 <\br>
2016/12/12|01/35/00	58270	287	 >>284  りょうかいいたしました  もう少々お待ちください <\br>
2016/12/12|01/40/00	58270	292	 >>279  先ほど交換して頂いた夢フカマルですがA抜け5Vだったのですがよろしかったのでしょうか？  こちらは親にするつもりなので問題ないのですが  もしそちらが必要な個体でしたら再交換しましょうか？ <\br>
